IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.65.16.137,443,443,true,FRA,Europe,Frankfurt,276,0.45
34.147.63.145,443,443,true,FRA,Europe,Frankfurt,284,0.44
34.65.252.157,443,443,true,FRA,Europe,Frankfurt,224,0.44
34.116.190.191,443,443,true,FRA,Europe,Frankfurt,261,0.44
34.65.18.21,443,443,true,FRA,Europe,Frankfurt,265,0.43
34.91.86.86,443,443,true,FRA,Europe,Frankfurt,293,0.42
34.90.182.66,443,443,true,FRA,Europe,Frankfurt,269,0.42
34.116.166.235,443,443,true,FRA,Europe,Frankfurt,356,0.41
35.246.204.254,443,443,true,FRA,Europe,Frankfurt,278,0.40
34.65.85.125,443,443,true,FRA,Europe,Frankfurt,267,0.40
34.91.171.198,443,443,true,FRA,Europe,Frankfurt,250,0.39
35.200.238.235,443,443,true,BOM,Asia Pacific,Mumbai,237,0.39
34.147.24.13,443,443,true,FRA,Europe,Frankfurt,275,0.39
35.199.27.229,443,443,true,IAD,North America,Ashburn,299,0.38
34.65.197.35,443,443,true,FRA,Europe,Frankfurt,291,0.37
34.65.204.88,443,443,true,FRA,Europe,Frankfurt,266,0.35
34.91.136.68,443,443,true,FRA,Europe,Frankfurt,278,0.35
34.91.91.214,443,443,true,FRA,Europe,Frankfurt,315,0.35
34.154.60.68,443,443,true,FRA,Europe,Frankfurt,261,0.35
34.65.97.157,443,443,true,FRA,Europe,Frankfurt,270,0.34
34.91.91.214,443,443,true,FRA,Europe,Frankfurt,285,0.33
34.65.169.80,443,443,true,FRA,Europe,Frankfurt,235,0.31
34.118.70.217,443,443,true,FRA,Europe,Frankfurt,296,0.31
34.90.206.159,443,443,true,FRA,Europe,Frankfurt,294,0.31
34.118.51.242,443,443,true,FRA,Europe,Frankfurt,301,0.30
34.91.2.254,443,443,true,FRA,Europe,Frankfurt,281,0.28
34.90.137.139,443,443,true,FRA,Europe,Frankfurt,279,0.28
35.204.216.23,443,443,true,FRA,Europe,Frankfurt,269,0.28
34.65.14.48,443,443,true,FRA,Europe,Frankfurt,283,0.26
34.91.136.68,443,443,true,FRA,Europe,Frankfurt,278,0.26
34.118.14.66,443,443,true,FRA,Europe,Frankfurt,360,0.24
34.154.107.215,443,443,true,FRA,Europe,Frankfurt,268,0.23
34.65.185.192,443,443,true,FRA,Europe,Frankfurt,278,0.23
34.118.68.152,443,443,true,FRA,Europe,Frankfurt,293,0.22
34.65.27.255,443,443,true,FRA,Europe,Frankfurt,268,0.22
34.107.103.224,443,443,true,FRA,Europe,Frankfurt,281,0.22
34.116.188.237,443,443,true,FRA,Europe,Frankfurt,313,0.22
34.154.190.128,443,443,true,FRA,Europe,Frankfurt,224,0.22
34.65.18.21,443,443,true,FRA,Europe,Frankfurt,242,0.21
34.91.18.119,443,443,true,FRA,Europe,Frankfurt,278,0.21
34.65.202.52,443,443,true,FRA,Europe,Frankfurt,268,0.21
34.118.105.120,443,443,true,FRA,Europe,Frankfurt,282,0.20
34.118.76.188,443,443,true,FRA,Europe,Frankfurt,293,0.20
34.91.217.239,443,443,true,FRA,Europe,Frankfurt,281,0.20
34.154.6.8,443,443,true,FRA,Europe,Frankfurt,265,0.19
34.91.86.86,443,443,true,FRA,Europe,Frankfurt,259,0.19
34.65.226.145,443,443,true,FRA,Europe,Frankfurt,281,0.19
34.118.51.188,443,443,true,FRA,Europe,Frankfurt,281,0.18
34.65.203.85,443,443,true,FRA,Europe,Frankfurt,273,0.17
34.65.203.85,443,443,true,FRA,Europe,Frankfurt,225,0.17
34.65.16.137,443,443,true,FRA,Europe,Frankfurt,272,0.17
34.116.179.88,443,443,true,FRA,Europe,Frankfurt,294,0.17
34.32.145.60,443,443,true,FRA,Europe,Frankfurt,279,0.17
34.65.204.88,443,443,true,FRA,Europe,Frankfurt,277,0.15
34.118.90.236,443,443,true,FRA,Europe,Frankfurt,294,0.15
34.65.224.8,443,443,true,FRA,Europe,Frankfurt,257,0.14
34.65.27.255,443,443,true,FRA,Europe,Frankfurt,274,0.12
34.116.238.166,443,443,true,FRA,Europe,Frankfurt,318,0.12
34.154.158.195,443,443,true,FRA,Europe,Frankfurt,276,0.08
34.65.9.155,443,443,true,FRA,Europe,Frankfurt,281,0.06
34.116.141.3,443,443,true,FRA,Europe,Frankfurt,304,0.05
34.154.233.248,443,443,true,FRA,Europe,Frankfurt,261,0.05
34.116.166.235,443,443,true,FRA,Europe,Frankfurt,292,0.02
34.49.212.232,80,80,false,SIN,Asia Pacific,Singapore,1,0.00
34.120.254.145,80,80,false,SIN,Asia Pacific,Singapore,1,0.00
34.22.100.72,443,443,true,ICN,Asia Pacific,Seoul,82,0.00
34.36.226.184,80,80,false,SIN,Asia Pacific,Singapore,130,0.00
34.168.218.118,443,443,true,SEA,North America,Seattle,156,0.00
35.197.23.75,443,443,true,SEA,North America,Seattle,156,0.00
34.83.75.32,443,443,true,SEA,North America,Seattle,156,0.00
34.168.152.133,443,80,false,SEA,North America,Seattle,157,0.00
34.83.75.32,443,443,true,SEA,North America,Seattle,157,0.00
34.168.152.133,80,80,false,SEA,North America,Seattle,157,0.00
34.83.75.32,443,443,true,SEA,North America,Seattle,159,0.00
34.154.87.111,443,443,true,FRA,Europe,Frankfurt,209,0.00
35.196.72.166,443,443,true,ATL,North America,Atlanta,217,0.00
34.65.136.216,443,443,true,FRA,Europe,Frankfurt,250,0.00
34.107.102.79,443,443,true,FRA,Europe,Frankfurt,250,0.00
34.65.210.213,443,443,true,FRA,Europe,Frankfurt,250,0.00
34.65.183.231,443,443,true,FRA,Europe,Frankfurt,251,0.00
34.65.157.194,443,443,true,FRA,Europe,Frankfurt,251,0.00
34.65.192.238,443,443,true,FRA,Europe,Frankfurt,255,0.00
34.65.137.126,443,443,true,FRA,Europe,Frankfurt,257,0.00
34.154.180.220,443,443,true,FRA,Europe,Frankfurt,258,0.00
34.65.150.148,443,443,true,FRA,Europe,Frankfurt,259,0.00
35.228.77.188,8080,80,false,ARN,Europe,Stockholm,259,0.00
34.65.204.215,443,443,true,FRA,Europe,Frankfurt,262,0.00
34.154.54.15,443,443,true,FRA,Europe,Frankfurt,266,0.00
34.65.206.57,443,443,true,FRA,Europe,Frankfurt,272,0.00
34.65.169.80,443,443,true,FRA,Europe,Frankfurt,272,0.00
34.65.204.88,443,443,true,FRA,Europe,Frankfurt,272,0.00
34.65.197.35,443,443,true,FRA,Europe,Frankfurt,278,0.00
34.65.9.155,443,443,true,FRA,Europe,Frankfurt,283,0.00
34.116.171.221,443,443,true,FRA,Europe,Frankfurt,370,0.00
